date,name,position,adp
2026-07-16,Tank Bigsby,RB,197.7
2026-07-16,Chimere Dike,WR,199.0
2026-07-16,Keaton Mitchell,RB,199.2
2026-07-16,Brandon Aiyuk,WR,200.0
2026-07-16,Isiah Pacheco,RB,201.4
2026-07-16,Jake Tonges,TE,202.4
2026-07-16,Sean Tucker,RB,204.0
2026-07-16,Tre' Harris,WR,204.8
2026-07-16,Calvin Ridley,WR,205.3
2026-07-16,Kaytron Allen,RB,206.7
2026-07-16,Ja'Kobi Lane,WR,207.3
2026-07-16,Isaac TeSlaa,WR,209.0
2026-07-16,Elic Ayomanor,WR,210.0
2026-07-16,Emanuel Wilson,RB,210.4
2026-07-16,Joe Mixon,RB,211.2
2026-07-16,Zachariah Branch,WR,212.8
2026-07-16,Tank Dell,WR,213.9
2026-07-16,Tre Tucker,WR,214.2
2026-07-16,Justin Fields,QB,216.0
2026-07-16,Garrett Nussmeier,QB,216.2
2026-07-16,Ray Davis,RB,217.1
2026-07-16,Nicholas Singleton,RB,218.9
2026-07-16,Aaron Rodgers,QB,219.9
2026-07-16,Devin Neal,RB,220.1
2026-07-16,Najee Harris,RB,221.2
2026-07-16,Jaylin Noel,WR,222.4
2026-07-16,Jaylen Wright,RB,223.3
2026-07-16,Kaleb Johnson,RB,224.7
2026-07-16,Demond Claiborne,RB,225.8
2026-07-16,Marvin Mims,WR,226.8
2026-07-16,Jalen Milroe,QB,227.2
2026-07-16,Germie Bernard,WR,228.4
2026-07-16,Darnell Mooney,WR,229.7
2026-07-16,Kyle Williams,WR,230.1
2026-07-16,Ted Hurst,WR,231.3
2026-07-16,Kendre Miller,RB,233.0
2026-07-16,Jalen Nailor,WR,233.1
2026-07-16,Brashard Smith,RB,234.7
2026-07-16,Ryan Flournoy,WR,235.5
2026-07-16,Tory Horton,WR,236.8
2026-07-16,Kirk Cousins,QB,237.7
2026-07-16,Elijah Sarratt,WR,238.5
2026-07-16,Chris Brazzell,WR,240.0
2026-07-16,Will Howard,QB,240.9
2026-07-16,Chris Bell,WR,241.9
2026-07-16,Rashod Bateman,WR,242.8
2026-07-16,Keenan Allen,WR,243.3
2026-07-16,Keon Coleman,WR,244.0
2026-07-16,Cooper Kupp,WR,245.5
2026-07-16,Jaydon Blue,RB,246.4
2026-07-16,Audric Estime,RB,247.1
2026-07-16,Jack Bech,WR,248.9
2026-07-16,Devaughn Vele,WR,249.1
2026-07-18,Josh Allen,QB,1.2
2026-07-18,Bijan Robinson,RB,2.4
2026-07-18,Drake Maye,QB,3.5
2026-07-18,Jahmyr Gibbs,RB,4.5
2026-07-18,Ja'Marr Chase,WR,5.2
2026-07-18,Puka Nacua,WR,6.4
2026-07-18,Jaxon Smith-Njigba,WR,7.2
2026-07-18,Jayden Daniels,QB,8.0
2026-07-18,Christian McCaffrey,RB,9.7
2026-07-18,Joe Burrow,QB,10.4
2026-07-18,Lamar Jackson,QB,11.1
2026-07-18,Jonathan Taylor,RB,12.5
2026-07-18,James Cook,RB,13.8
2026-07-18,Caleb Williams,QB,14.2
2026-07-18,CeeDee Lamb,WR,15.6
2026-07-18,Amon-Ra St. Brown,WR,16.3
2026-07-18,Justin Jefferson,WR,17.6
2026-07-18,Drake London,WR,18.6
2026-07-18,Kenneth Walker,RB,19.4
2026-07-18,Ashton Jeanty,RB,20.5
2026-07-18,De'Von Achane,RB,21.2
2026-07-18,Trey McBride,TE,22.3
2026-07-18,Jaxson Dart,QB,23.2
2026-07-18,Justin Herbert,QB,24.9
2026-07-18,Jalen Hurts,QB,25.3
2026-07-18,Patrick Mahomes,QB,26.1
2026-07-18,Omarion Hampton,RB,27.9
2026-07-18,Malik Nabers,WR,28.4
2026-07-18,Saquon Barkley,RB,29.3
2026-07-18,Jeremiyah Love,RB,31.0
2026-07-18,Trevor Lawrence,QB,32.0
2026-07-18,Nico Collins,WR,32.7
2026-07-18,Bo Nix,QB,33.4
2026-07-18,Chase Brown,RB,34.5
2026-07-18,George Pickens,WR,35.9
2026-07-18,Brock Purdy,QB,36.2
2026-07-18,Brock Bowers,TE,37.4
2026-07-18,Chris Olave,WR,39.0
2026-07-18,Fernando Mendoza,QB,39.5
2026-07-18,Josh Jacobs,RB,40.1
2026-07-18,A.J. Brown,WR,41.4
2026-07-18,Bucky Irving,RB,42.1
2026-07-18,Rashee Rice,WR,44.0
2026-07-18,Dak Prescott,QB,44.1
2026-07-18,Derrick Henry,RB,45.7
2026-07-18,Tee Higgins,WR,46.5
2026-07-18,Tetairoa McMillan,WR,47.2
2026-07-18,Breece Hall,RB,48.4
2026-07-18,Jordan Love,QB,50.0
2026-07-18,Kyren Williams,RB,50.6
2026-07-18,Garrett Wilson,WR,51.4
2026-07-18,Luther Burden,WR,52.8
2026-07-18,Travis Etienne,RB,54.0
2026-07-18,Javonte Williams,RB,54.8
2026-07-18,Jaylen Waddle,WR,55.3
2026-07-18,Davante Adams,WR,56.5
2026-07-18,Ladd McConkey,WR,57.3
2026-07-18,Colston Loveland,TE,58.4
2026-07-18,Zay Flowers,WR,60.0
2026-07-18,Jameson Williams,WR,60.9
2026-07-18,TreVeyon Henderson,RB,61.5
2026-07-18,DeVonta Smith,WR,63.0
2026-07-18,Emeka Egbuka,WR,63.7
2026-07-18,Baker Mayfield,QB,64.0
2026-07-18,Jared Goff,QB,65.1
2026-07-18,Terry McLaurin,WR,67.0
2026-07-18,Tyler Warren,TE,67.4
2026-07-18,RJ Harvey,RB,68.3
2026-07-18,DJ Moore,WR,69.9
2026-07-18,Cam Skattebo,RB,70.8
2026-07-18,Bhayshul Tuten,RB,71.2
2026-07-18,Cam Ward,QB,72.0
2026-07-18,Mike Evans,WR,73.1
2026-07-18,Carnell Tate,WR,74.2
2026-07-18,D'Andre Swift,RB,75.3
2026-07-18,C.J. Stroud,QB,76.4
2026-07-18,Quinshon Judkins,RB,77.3
2026-07-18,Tyler Shough,QB,78.9
2026-07-18,Harold Fannin,TE,79.7
2026-07-18,Sam Darnold,QB,80.8
2026-07-18,Christian Watson,WR,81.2
2026-07-18,David Montgomery,RB,82.7
2026-07-18,Jaylen Warren,RB,83.7
2026-07-18,Kyler Murray,QB,84.7
2026-07-18,Rome Odunze,WR,85.8
2026-07-18,Jordyn Tyson,WR,86.9
2026-07-18,Bryce Young,QB,87.3
2026-07-18,Matthew Stafford,QB,88.4
2026-07-18,Tucker Kraft,TE,89.5
2026-07-18,Courtland Sutton,WR,90.9
2026-07-18,Kyle Pitts,TE,91.1
2026-07-18,Daniel Jones,QB,93.0
2026-07-18,Malik Willis,QB,94.0
2026-07-18,DK Metcalf,WR,94.0
2026-07-18,Rhamondre Stevenson,RB,95.9
2026-07-18,Michael Wilson,WR,96.5
2026-07-18,Makai Lemon,WR,97.6
2026-07-18,Jakobi Meyers,WR,98.2
2026-07-18,Brian Thomas,WR,100.0
2026-07-18,Kyle Monangai,RB,100.7
2026-07-18,Sam LaPorta,TE,101.0
2026-07-18,Dalton Kincaid,TE,102.8
2026-07-18,Marvin Harrison,WR,103.1
2026-07-18,Tony Pollard,RB,104.5
2026-07-18,Rico Dowdle,RB,105.9
2026-07-18,Oronde Gadsden,TE,106.3
2026-07-18,Chuba Hubbard,RB,107.9
2026-07-18,Blake Corum,RB,108.0
2026-07-18,Ricky Pearsall,WR,109.5
2026-07-18,Alec Pierce,WR,110.9
2026-07-18,Chris Godwin,WR,111.4
2026-07-18,Parker Washington,WR,112.0
2026-07-18,Hunter Henry,TE,113.6
2026-07-18,Dallas Goedert,TE,114.3
2026-07-18,J.K. Dobbins,RB,115.9
2026-07-18,Mark Andrews,TE,117.0
2026-07-18,Jake Ferguson,TE,117.1
2026-07-18,Dalton Schultz,TE,118.6
2026-07-18,Jordan Addison,WR,119.8
2026-07-18,Ty Simpson,QB,120.2
2026-07-18,George Kittle,TE,121.1
2026-07-18,Brian Robinson,RB,122.2
2026-07-18,Juwan Johnson,TE,123.6
2026-07-18,Wan'Dale Robinson,WR,125.0
2026-07-18,Brenton Strange,TE,125.0
2026-07-18,Travis Kelce,TE,126.1
2026-07-18,Michael Pittman,WR,127.0
2026-07-18,Kenyon Sadiq,TE,128.2
2026-07-18,Quentin Johnston,WR,129.2
2026-07-18,Aaron Jones,RB,130.8
2026-07-18,Kenneth Gainwell,RB,131.2
2026-07-18,Isaiah Likely,TE,132.9
2026-07-18,Stefon Diggs,WR,133.0
2026-07-18,Tyler Allgeier,RB,134.3
2026-07-18,Romeo Doubs,WR,135.8
2026-07-18,James Conner,RB,136.9
2026-07-18,Jayden Reed,WR,137.3
2026-07-18,Jacory Croskey-Merritt,RB,138.5
2026-07-18,Khalil Shakir,WR,140.0
2026-07-18,Xavier Worthy,WR,141.0
2026-07-18,Jauan Jennings,WR,141.0
2026-07-18,Jadarian Price,RB,143.0
2026-07-18,AJ Barner,TE,143.0
2026-07-18,Zach Charbonnet,RB,145.0
2026-07-18,Tua Tagovailoa,QB,146.0
2026-07-18,Jayden Higgins,WR,146.7
2026-07-18,T.J. Hockenson,TE,148.0
2026-07-18,Woody Marks,RB,148.8
2026-07-18,KC Concepcion,WR,149.9
2026-07-18,Michael Penix,QB,150.4
2026-07-18,J.J. McCarthy,QB,151.5
2026-07-18,David Njoku,TE,152.8
2026-07-18,Jalen Coker,WR,153.2
2026-07-18,Tyrone Tracy,RB,154.4
2026-07-18,Jordan Mason,RB,155.4
2026-07-18,Josh Downs,WR,156.2
2026-07-18,Emmett Johnson,RB,157.6
2026-07-18,Colby Parkinson,TE,158.1
2026-07-18,Jacoby Brissett,QB,159.6
2026-07-18,Chig Okonkwo,TE,161.0
2026-07-18,Trey Benson,RB,161.0
2026-07-18,Shedeur Sanders,QB,162.0
2026-07-18,Mason Taylor,TE,163.4
2026-07-18,Jonah Coleman,RB,164.1
2026-07-18,Eli Stowers,TE,165.2
2026-07-18,Alvin Kamara,RB,166.1
2026-07-18,Terrance Ferguson,TE,167.0
2026-07-18,Tyjae Spears,RB,168.0
2026-07-18,Rachaad White,RB,169.1
2026-07-18,Theo Johnson,TE,170.6
2026-07-18,Tyreek Hill,WR,171.0
2026-07-18,Cade Otton,TE,173.0
2026-07-18,Deebo Samuel,WR,173.4
2026-07-18,Omar Cooper,WR,174.5
2026-07-18,Dylan Sampson,RB,175.8
2026-07-18,Gunnar Helm,TE,176.4
2026-07-18,Denzel Boston,WR,177.9
2026-07-18,Antonio Williams,WR,179.8
2026-07-18,Travis Hunter,WR,180.4
2026-07-18,Mac Jones,QB,181.0
2026-07-18,Anthony Richardson,QB,182.2
2026-07-18,Matthew Golden,WR,184.0
2026-07-18,Jerry Jeudy,WR,185.0
2026-07-18,Braelon Allen,RB,185.4
2026-07-18,Geno Smith,QB,186.5
2026-07-18,Rashid Shaheed,WR,187.2
2026-07-18,Adonai Mitchell,WR,188.2
2026-07-18,Kayshon Boutte,WR,189.7
2026-07-18,Mike Washington,RB,190.6
2026-07-18,Jalen McMillan,WR,192.0
2026-07-18,Kimani Vidal,RB,193.0
2026-07-18,Chris Rodriguez,RB,193.8
2026-07-18,Jonathon Brooks,RB,194.1
2026-07-18,Troy Franklin,WR,195.2
2026-07-18,Pat Bryant,WR,196.1
2026-07-18,Tank Bigsby,RB,197.7
2026-07-18,Chimere Dike,WR,199.0
2026-07-18,Keaton Mitchell,RB,199.2
2026-07-18,Brandon Aiyuk,WR,200.0
2026-07-18,Isiah Pacheco,RB,201.4
2026-07-18,Jake Tonges,TE,202.4
2026-07-18,Sean Tucker,RB,204.0
2026-07-18,Tre' Harris,WR,204.8
2026-07-18,Calvin Ridley,WR,205.3
2026-07-18,Kaytron Allen,RB,206.7
2026-07-18,Ja'Kobi Lane,WR,207.3
2026-07-18,Isaac TeSlaa,WR,209.0
2026-07-18,Elic Ayomanor,WR,210.0
2026-07-18,Emanuel Wilson,RB,210.4
2026-07-18,Joe Mixon,RB,211.2
2026-07-18,Zachariah Branch,WR,212.8
2026-07-18,Tank Dell,WR,213.9
2026-07-18,Tre Tucker,WR,214.2
2026-07-18,Justin Fields,QB,216.0
2026-07-18,Garrett Nussmeier,QB,216.2
2026-07-18,Ray Davis,RB,217.1
2026-07-18,Nicholas Singleton,RB,218.9
2026-07-18,Aaron Rodgers,QB,219.9
2026-07-18,Devin Neal,RB,220.1
2026-07-18,Najee Harris,RB,221.2
2026-07-18,Jaylin Noel,WR,222.4
2026-07-18,Jaylen Wright,RB,223.3
2026-07-18,Kaleb Johnson,RB,224.7
2026-07-18,Demond Claiborne,RB,225.8
2026-07-18,Marvin Mims,WR,226.8
2026-07-18,Jalen Milroe,QB,227.2
2026-07-18,Germie Bernard,WR,228.4
2026-07-18,Darnell Mooney,WR,229.7
2026-07-18,Kyle Williams,WR,230.1
2026-07-18,Ted Hurst,WR,231.3
2026-07-18,Kendre Miller,RB,233.0
2026-07-18,Jalen Nailor,WR,233.1
2026-07-18,Brashard Smith,RB,234.7
2026-07-18,Ryan Flournoy,WR,235.5
2026-07-18,Tory Horton,WR,236.8
2026-07-18,Kirk Cousins,QB,237.7
2026-07-18,Elijah Sarratt,WR,238.5
2026-07-18,Chris Brazzell,WR,240.0
2026-07-18,Will Howard,QB,240.9
2026-07-18,Chris Bell,WR,241.9
2026-07-18,Rashod Bateman,WR,242.8
2026-07-18,Keenan Allen,WR,243.3
2026-07-18,Keon Coleman,WR,244.0
2026-07-18,Cooper Kupp,WR,245.5
2026-07-18,Jaydon Blue,RB,246.4
2026-07-18,Audric Estime,RB,247.1
2026-07-18,Jack Bech,WR,248.9
2026-07-18,Devaughn Vele,WR,249.1
2026-07-21,Josh Allen,QB,1.2
2026-07-21,Bijan Robinson,RB,2.4
2026-07-21,Drake Maye,QB,3.5
2026-07-21,Jahmyr Gibbs,RB,4.5
2026-07-21,Ja'Marr Chase,WR,5.2
2026-07-21,Puka Nacua,WR,6.4
2026-07-21,Jaxon Smith-Njigba,WR,7.2
2026-07-21,Jayden Daniels,QB,8.0
2026-07-21,Christian McCaffrey,RB,9.7
2026-07-21,Joe Burrow,QB,10.4
2026-07-21,Lamar Jackson,QB,11.1
2026-07-21,Jonathan Taylor,RB,12.5
2026-07-21,James Cook,RB,13.8
2026-07-21,Caleb Williams,QB,14.2
2026-07-21,CeeDee Lamb,WR,15.6
2026-07-21,Amon-Ra St. Brown,WR,16.3
2026-07-21,Justin Jefferson,WR,17.6
2026-07-21,Drake London,WR,18.6
2026-07-21,Kenneth Walker,RB,19.4
2026-07-21,Ashton Jeanty,RB,20.5
2026-07-21,De'Von Achane,RB,21.2
2026-07-21,Trey McBride,TE,22.3
2026-07-21,Jaxson Dart,QB,23.2
2026-07-21,Justin Herbert,QB,24.9
2026-07-21,Jalen Hurts,QB,25.3
2026-07-21,Patrick Mahomes,QB,26.1
2026-07-21,Omarion Hampton,RB,27.9
2026-07-21,Malik Nabers,WR,28.4
2026-07-21,Saquon Barkley,RB,29.3
2026-07-21,Jeremiyah Love,RB,31.0
2026-07-21,Trevor Lawrence,QB,32.0
2026-07-21,Nico Collins,WR,32.7
2026-07-21,Bo Nix,QB,33.4
2026-07-21,Chase Brown,RB,34.5
2026-07-21,George Pickens,WR,35.9
2026-07-21,Brock Purdy,QB,36.2
2026-07-21,Brock Bowers,TE,37.4
2026-07-21,Chris Olave,WR,39.0
2026-07-21,Fernando Mendoza,QB,39.5
2026-07-21,Josh Jacobs,RB,40.1
2026-07-21,A.J. Brown,WR,41.4
2026-07-21,Bucky Irving,RB,42.1
2026-07-21,Rashee Rice,WR,44.0
2026-07-21,Dak Prescott,QB,44.1
2026-07-21,Derrick Henry,RB,45.7
2026-07-21,Tee Higgins,WR,46.5
2026-07-21,Tetairoa McMillan,WR,47.2
2026-07-21,Breece Hall,RB,48.4
2026-07-21,Jordan Love,QB,50.0
2026-07-21,Kyren Williams,RB,50.6
2026-07-21,Garrett Wilson,WR,51.4
2026-07-21,Luther Burden,WR,52.8
2026-07-21,Travis Etienne,RB,54.0
2026-07-21,Javonte Williams,RB,54.8
2026-07-21,Jaylen Waddle,WR,55.3
2026-07-21,Davante Adams,WR,56.5
2026-07-21,Ladd McConkey,WR,57.3
2026-07-21,Colston Loveland,TE,58.4
2026-07-21,Zay Flowers,WR,60.0
2026-07-21,Jameson Williams,WR,60.9
2026-07-21,TreVeyon Henderson,RB,61.5
2026-07-21,DeVonta Smith,WR,63.0
2026-07-21,Emeka Egbuka,WR,63.7
2026-07-21,Baker Mayfield,QB,64.0
2026-07-21,Jared Goff,QB,65.1
2026-07-21,Terry McLaurin,WR,67.0
2026-07-21,Tyler Warren,TE,67.4
2026-07-21,RJ Harvey,RB,68.3
2026-07-21,DJ Moore,WR,69.9
2026-07-21,Cam Skattebo,RB,70.8
2026-07-21,Bhayshul Tuten,RB,71.2
2026-07-21,Cam Ward,QB,72.0
2026-07-21,Mike Evans,WR,73.1
2026-07-21,Carnell Tate,WR,74.2
2026-07-21,D'Andre Swift,RB,75.3
2026-07-21,C.J. Stroud,QB,76.4
2026-07-21,Quinshon Judkins,RB,77.3
2026-07-21,Tyler Shough,QB,78.9
2026-07-21,Harold Fannin,TE,79.7
2026-07-21,Sam Darnold,QB,80.8
2026-07-21,Christian Watson,WR,81.2
2026-07-21,David Montgomery,RB,82.7
2026-07-21,Jaylen Warren,RB,83.7
2026-07-21,Kyler Murray,QB,84.7
2026-07-21,Rome Odunze,WR,85.8
2026-07-21,Jordyn Tyson,WR,86.9
2026-07-21,Bryce Young,QB,87.3
2026-07-21,Matthew Stafford,QB,88.4
2026-07-21,Tucker Kraft,TE,89.5
2026-07-21,Courtland Sutton,WR,90.9
2026-07-21,Kyle Pitts,TE,91.1
2026-07-21,Daniel Jones,QB,93.0
2026-07-21,Malik Willis,QB,94.0
2026-07-21,DK Metcalf,WR,94.0
2026-07-21,Rhamondre Stevenson,RB,95.9
2026-07-21,Michael Wilson,WR,96.5
2026-07-21,Makai Lemon,WR,97.6
2026-07-21,Jakobi Meyers,WR,98.2
2026-07-21,Brian Thomas,WR,100.0
2026-07-21,Kyle Monangai,RB,100.7
2026-07-21,Sam LaPorta,TE,101.0
2026-07-21,Dalton Kincaid,TE,102.8
2026-07-21,Marvin Harrison,WR,103.1
2026-07-21,Tony Pollard,RB,104.5
2026-07-21,Rico Dowdle,RB,105.9
2026-07-21,Oronde Gadsden,TE,106.3
2026-07-21,Chuba Hubbard,RB,107.9
2026-07-21,Blake Corum,RB,108.0
2026-07-21,Ricky Pearsall,WR,109.5
2026-07-21,Alec Pierce,WR,110.9
2026-07-21,Chris Godwin,WR,111.4
2026-07-21,Parker Washington,WR,112.0
2026-07-21,Hunter Henry,TE,113.6
2026-07-21,Dallas Goedert,TE,114.3
2026-07-21,J.K. Dobbins,RB,115.9
2026-07-21,Mark Andrews,TE,117.0
2026-07-21,Jake Ferguson,TE,117.1
2026-07-21,Dalton Schultz,TE,118.6
2026-07-21,Jordan Addison,WR,119.8
2026-07-21,Ty Simpson,QB,120.2
2026-07-21,George Kittle,TE,121.1
2026-07-21,Brian Robinson,RB,122.2
2026-07-21,Juwan Johnson,TE,123.6
2026-07-21,Wan'Dale Robinson,WR,125.0
2026-07-21,Brenton Strange,TE,125.0
2026-07-21,Travis Kelce,TE,126.1
2026-07-21,Michael Pittman,WR,127.0
2026-07-21,Kenyon Sadiq,TE,128.2
2026-07-21,Quentin Johnston,WR,129.2
2026-07-21,Aaron Jones,RB,130.8
2026-07-21,Kenneth Gainwell,RB,131.2
2026-07-21,Isaiah Likely,TE,132.9
2026-07-21,Stefon Diggs,WR,133.0
2026-07-21,Tyler Allgeier,RB,134.3
2026-07-21,Romeo Doubs,WR,135.8
2026-07-21,James Conner,RB,136.9
2026-07-21,Jayden Reed,WR,137.3
2026-07-21,Jacory Croskey-Merritt,RB,138.5
2026-07-21,Khalil Shakir,WR,140.0
2026-07-21,Xavier Worthy,WR,141.0
2026-07-21,Jauan Jennings,WR,141.0
2026-07-21,Jadarian Price,RB,143.0
2026-07-21,AJ Barner,TE,143.0
2026-07-21,Zach Charbonnet,RB,145.0
2026-07-21,Tua Tagovailoa,QB,146.0
2026-07-21,Jayden Higgins,WR,146.7
2026-07-21,T.J. Hockenson,TE,148.0
2026-07-21,Woody Marks,RB,148.8
2026-07-21,KC Concepcion,WR,149.9
2026-07-21,Michael Penix,QB,150.4
2026-07-21,J.J. McCarthy,QB,151.5
2026-07-21,David Njoku,TE,152.8
2026-07-21,Jalen Coker,WR,153.2
2026-07-21,Tyrone Tracy,RB,154.4
2026-07-21,Jordan Mason,RB,155.4
2026-07-21,Josh Downs,WR,156.2
2026-07-21,Emmett Johnson,RB,157.6
2026-07-21,Colby Parkinson,TE,158.1
2026-07-21,Jacoby Brissett,QB,159.6
2026-07-21,Chig Okonkwo,TE,161.0
2026-07-21,Trey Benson,RB,161.0
2026-07-21,Shedeur Sanders,QB,162.0
2026-07-21,Mason Taylor,TE,163.4
2026-07-21,Jonah Coleman,RB,164.1
2026-07-21,Eli Stowers,TE,165.2
2026-07-21,Alvin Kamara,RB,166.1
2026-07-21,Terrance Ferguson,TE,167.0
2026-07-21,Tyjae Spears,RB,168.0
2026-07-21,Rachaad White,RB,169.1
2026-07-21,Theo Johnson,TE,170.6
2026-07-21,Tyreek Hill,WR,171.0
2026-07-21,Cade Otton,TE,173.0
2026-07-21,Deebo Samuel,WR,173.4
2026-07-21,Omar Cooper,WR,174.5
2026-07-21,Dylan Sampson,RB,175.8
2026-07-21,Gunnar Helm,TE,176.4
2026-07-21,Denzel Boston,WR,177.9
2026-07-21,Antonio Williams,WR,179.8
2026-07-21,Travis Hunter,WR,180.4
2026-07-21,Mac Jones,QB,181.0
2026-07-21,Anthony Richardson,QB,182.2
2026-07-21,Matthew Golden,WR,184.0
2026-07-21,Jerry Jeudy,WR,185.0
2026-07-21,Braelon Allen,RB,185.4
2026-07-21,Geno Smith,QB,186.5
2026-07-21,Rashid Shaheed,WR,187.2
2026-07-21,Adonai Mitchell,WR,188.2
2026-07-21,Kayshon Boutte,WR,189.7
2026-07-21,Mike Washington,RB,190.6
2026-07-21,Jalen McMillan,WR,192.0
2026-07-21,Kimani Vidal,RB,193.0
2026-07-21,Chris Rodriguez,RB,193.8
2026-07-21,Jonathon Brooks,RB,194.1
2026-07-21,Troy Franklin,WR,195.2
2026-07-21,Pat Bryant,WR,196.1
2026-07-21,Tank Bigsby,RB,197.7
2026-07-21,Chimere Dike,WR,199.0
2026-07-21,Keaton Mitchell,RB,199.2
2026-07-21,Brandon Aiyuk,WR,200.0
2026-07-21,Isiah Pacheco,RB,201.4
2026-07-21,Jake Tonges,TE,202.4
2026-07-21,Sean Tucker,RB,204.0
2026-07-21,Tre' Harris,WR,204.8
2026-07-21,Calvin Ridley,WR,205.3
2026-07-21,Kaytron Allen,RB,206.7
2026-07-21,Ja'Kobi Lane,WR,207.3
2026-07-21,Isaac TeSlaa,WR,209.0
2026-07-21,Elic Ayomanor,WR,210.0
2026-07-21,Emanuel Wilson,RB,210.4
2026-07-21,Joe Mixon,RB,211.2
2026-07-21,Zachariah Branch,WR,212.8
2026-07-21,Tank Dell,WR,213.9
2026-07-21,Tre Tucker,WR,214.2
2026-07-21,Justin Fields,QB,216.0
2026-07-21,Garrett Nussmeier,QB,216.2
2026-07-21,Ray Davis,RB,217.1
2026-07-21,Nicholas Singleton,RB,218.9
2026-07-21,Aaron Rodgers,QB,219.9
2026-07-21,Devin Neal,RB,220.1
2026-07-21,Najee Harris,RB,221.2
2026-07-21,Jaylin Noel,WR,222.4
2026-07-21,Jaylen Wright,RB,223.3
2026-07-21,Kaleb Johnson,RB,224.7
2026-07-21,Demond Claiborne,RB,225.8
2026-07-21,Marvin Mims,WR,226.8
2026-07-21,Jalen Milroe,QB,227.2
2026-07-21,Germie Bernard,WR,228.4
2026-07-21,Darnell Mooney,WR,229.7
2026-07-21,Kyle Williams,WR,230.1
2026-07-21,Ted Hurst,WR,231.3
2026-07-21,Kendre Miller,RB,233.0
2026-07-21,Jalen Nailor,WR,233.1
2026-07-21,Brashard Smith,RB,234.7
2026-07-21,Ryan Flournoy,WR,235.5
2026-07-21,Tory Horton,WR,236.8
2026-07-21,Kirk Cousins,QB,237.7
2026-07-21,Elijah Sarratt,WR,238.5
2026-07-21,Chris Brazzell,WR,240.0
2026-07-21,Will Howard,QB,240.9
2026-07-21,Chris Bell,WR,241.9
2026-07-21,Rashod Bateman,WR,242.8
2026-07-21,Keenan Allen,WR,243.3
2026-07-21,Keon Coleman,WR,244.0
2026-07-21,Cooper Kupp,WR,245.5
2026-07-21,Jaydon Blue,RB,246.4
2026-07-21,Audric Estime,RB,247.1
2026-07-21,Jack Bech,WR,248.9
2026-07-21,Devaughn Vele,WR,249.1
2026-07-22,Josh Allen,QB,1.2
2026-07-22,Bijan Robinson,RB,2.4
2026-07-22,Drake Maye,QB,3.5
2026-07-22,Jahmyr Gibbs,RB,4.5
2026-07-22,Ja'Marr Chase,WR,5.2
2026-07-22,Puka Nacua,WR,6.4
2026-07-22,Jaxon Smith-Njigba,WR,7.2
2026-07-22,Jayden Daniels,QB,8.0
2026-07-22,Christian McCaffrey,RB,9.7
2026-07-22,Joe Burrow,QB,10.4
2026-07-22,Lamar Jackson,QB,11.1
2026-07-22,Jonathan Taylor,RB,12.5
2026-07-22,James Cook,RB,13.8
2026-07-22,Caleb Williams,QB,14.2
2026-07-22,CeeDee Lamb,WR,15.6
2026-07-22,Amon-Ra St. Brown,WR,16.3
2026-07-22,Justin Jefferson,WR,17.6
2026-07-22,Drake London,WR,18.6
2026-07-22,Kenneth Walker,RB,19.4
2026-07-22,Ashton Jeanty,RB,20.5
2026-07-22,De'Von Achane,RB,21.2
2026-07-22,Trey McBride,TE,22.3
2026-07-22,Jaxson Dart,QB,23.2
2026-07-22,Justin Herbert,QB,24.9
2026-07-22,Jalen Hurts,QB,25.3
2026-07-22,Patrick Mahomes,QB,26.1
2026-07-22,Omarion Hampton,RB,27.9
2026-07-22,Malik Nabers,WR,28.4
2026-07-22,Saquon Barkley,RB,29.3
2026-07-22,Jeremiyah Love,RB,31.0
2026-07-22,Trevor Lawrence,QB,32.0
2026-07-22,Nico Collins,WR,32.7
2026-07-22,Bo Nix,QB,33.4
2026-07-22,Chase Brown,RB,34.5
2026-07-22,George Pickens,WR,35.9
2026-07-22,Brock Purdy,QB,36.2
2026-07-22,Brock Bowers,TE,37.4
2026-07-22,Chris Olave,WR,39.0
2026-07-22,Fernando Mendoza,QB,39.5
2026-07-22,Josh Jacobs,RB,40.1
2026-07-22,A.J. Brown,WR,41.4
2026-07-22,Bucky Irving,RB,42.1
2026-07-22,Rashee Rice,WR,44.0
2026-07-22,Dak Prescott,QB,44.1
2026-07-22,Derrick Henry,RB,45.7
2026-07-22,Tee Higgins,WR,46.5
2026-07-22,Tetairoa McMillan,WR,47.2
2026-07-22,Breece Hall,RB,48.4
2026-07-22,Jordan Love,QB,50.0
2026-07-22,Kyren Williams,RB,50.6
2026-07-22,Garrett Wilson,WR,51.4
2026-07-22,Luther Burden,WR,52.8
2026-07-22,Travis Etienne,RB,54.0
2026-07-22,Javonte Williams,RB,54.8
2026-07-22,Jaylen Waddle,WR,55.3
2026-07-22,Davante Adams,WR,56.5
2026-07-22,Ladd McConkey,WR,57.3
2026-07-22,Colston Loveland,TE,58.4
2026-07-22,Zay Flowers,WR,60.0
2026-07-22,Jameson Williams,WR,60.9
2026-07-22,TreVeyon Henderson,RB,61.5
2026-07-22,DeVonta Smith,WR,63.0
2026-07-22,Emeka Egbuka,WR,63.7
2026-07-22,Baker Mayfield,QB,64.0
2026-07-22,Jared Goff,QB,65.1
2026-07-22,Terry McLaurin,WR,67.0
2026-07-22,Tyler Warren,TE,67.4
2026-07-22,RJ Harvey,RB,68.3
2026-07-22,DJ Moore,WR,69.9
