date,name,position,adp
2026-07-22,Cam Skattebo,RB,70.8
2026-07-22,Bhayshul Tuten,RB,71.2
2026-07-22,Cam Ward,QB,72.0
2026-07-22,Mike Evans,WR,73.1
2026-07-22,Carnell Tate,WR,74.2
2026-07-22,D'Andre Swift,RB,75.3
2026-07-22,C.J. Stroud,QB,76.4
2026-07-22,Quinshon Judkins,RB,77.3
2026-07-22,Tyler Shough,QB,78.9
2026-07-22,Harold Fannin,TE,79.7
2026-07-22,Sam Darnold,QB,80.8
2026-07-22,Christian Watson,WR,81.2
2026-07-22,David Montgomery,RB,82.7
2026-07-22,Jaylen Warren,RB,83.7
2026-07-22,Kyler Murray,QB,84.7
2026-07-22,Rome Odunze,WR,85.8
2026-07-22,Jordyn Tyson,WR,86.9
2026-07-22,Bryce Young,QB,87.3
2026-07-22,Matthew Stafford,QB,88.4
2026-07-22,Tucker Kraft,TE,89.5
2026-07-22,Courtland Sutton,WR,90.9
2026-07-22,Kyle Pitts,TE,91.1
2026-07-22,Daniel Jones,QB,93.0
2026-07-22,Malik Willis,QB,94.0
2026-07-22,DK Metcalf,WR,94.0
2026-07-22,Rhamondre Stevenson,RB,95.9
2026-07-22,Michael Wilson,WR,96.5
2026-07-22,Makai Lemon,WR,97.6
2026-07-22,Jakobi Meyers,WR,98.2
2026-07-22,Brian Thomas,WR,100.0
2026-07-22,Kyle Monangai,RB,100.7
2026-07-22,Sam LaPorta,TE,101.0
2026-07-22,Dalton Kincaid,TE,102.8
2026-07-22,Marvin Harrison,WR,103.1
2026-07-22,Tony Pollard,RB,104.5
2026-07-22,Rico Dowdle,RB,105.9
2026-07-22,Oronde Gadsden,TE,106.3
2026-07-22,Chuba Hubbard,RB,107.9
2026-07-22,Blake Corum,RB,108.0
2026-07-22,Ricky Pearsall,WR,109.5
2026-07-22,Alec Pierce,WR,110.9
2026-07-22,Chris Godwin,WR,111.4
2026-07-22,Parker Washington,WR,112.0
2026-07-22,Hunter Henry,TE,113.6
2026-07-22,Dallas Goedert,TE,114.3
2026-07-22,J.K. Dobbins,RB,115.9
2026-07-22,Mark Andrews,TE,117.0
2026-07-22,Jake Ferguson,TE,117.1
2026-07-22,Dalton Schultz,TE,118.6
2026-07-22,Jordan Addison,WR,119.8
2026-07-22,Ty Simpson,QB,120.2
2026-07-22,George Kittle,TE,121.1
2026-07-22,Brian Robinson,RB,122.2
2026-07-22,Juwan Johnson,TE,123.6
2026-07-22,Wan'Dale Robinson,WR,125.0
2026-07-22,Brenton Strange,TE,125.0
2026-07-22,Travis Kelce,TE,126.1
2026-07-22,Michael Pittman,WR,127.0
2026-07-22,Kenyon Sadiq,TE,128.2
2026-07-22,Quentin Johnston,WR,129.2
2026-07-22,Aaron Jones,RB,130.8
2026-07-22,Kenneth Gainwell,RB,131.2
2026-07-22,Isaiah Likely,TE,132.9
2026-07-22,Stefon Diggs,WR,133.0
2026-07-22,Tyler Allgeier,RB,134.3
2026-07-22,Romeo Doubs,WR,135.8
2026-07-22,James Conner,RB,136.9
2026-07-22,Jayden Reed,WR,137.3
2026-07-22,Jacory Croskey-Merritt,RB,138.5
2026-07-22,Khalil Shakir,WR,140.0
2026-07-22,Xavier Worthy,WR,141.0
2026-07-22,Jauan Jennings,WR,141.0
2026-07-22,Jadarian Price,RB,143.0
2026-07-22,AJ Barner,TE,143.0
2026-07-22,Zach Charbonnet,RB,145.0
2026-07-22,Tua Tagovailoa,QB,146.0
2026-07-22,Jayden Higgins,WR,146.7
2026-07-22,T.J. Hockenson,TE,148.0
2026-07-22,Woody Marks,RB,148.8
2026-07-22,KC Concepcion,WR,149.9
2026-07-22,Michael Penix,QB,150.4
2026-07-22,J.J. McCarthy,QB,151.5
2026-07-22,David Njoku,TE,152.8
2026-07-22,Jalen Coker,WR,153.2
2026-07-22,Tyrone Tracy,RB,154.4
2026-07-22,Jordan Mason,RB,155.4
2026-07-22,Josh Downs,WR,156.2
2026-07-22,Emmett Johnson,RB,157.6
2026-07-22,Colby Parkinson,TE,158.1
2026-07-22,Jacoby Brissett,QB,159.6
2026-07-22,Chig Okonkwo,TE,161.0
2026-07-22,Trey Benson,RB,161.0
2026-07-22,Shedeur Sanders,QB,162.0
2026-07-22,Mason Taylor,TE,163.4
2026-07-22,Jonah Coleman,RB,164.1
2026-07-22,Eli Stowers,TE,165.2
2026-07-22,Alvin Kamara,RB,166.1
2026-07-22,Terrance Ferguson,TE,167.0
2026-07-22,Tyjae Spears,RB,168.0
2026-07-22,Rachaad White,RB,169.1
2026-07-22,Theo Johnson,TE,170.6
2026-07-22,Tyreek Hill,WR,171.0
2026-07-22,Cade Otton,TE,173.0
2026-07-22,Deebo Samuel,WR,173.4
2026-07-22,Omar Cooper,WR,174.5
2026-07-22,Dylan Sampson,RB,175.8
2026-07-22,Gunnar Helm,TE,176.4
2026-07-22,Denzel Boston,WR,177.9
2026-07-22,Antonio Williams,WR,179.8
2026-07-22,Travis Hunter,WR,180.4
2026-07-22,Mac Jones,QB,181.0
2026-07-22,Anthony Richardson,QB,182.2
2026-07-22,Matthew Golden,WR,184.0
2026-07-22,Jerry Jeudy,WR,185.0
2026-07-22,Braelon Allen,RB,185.4
2026-07-22,Geno Smith,QB,186.5
2026-07-22,Rashid Shaheed,WR,187.2
2026-07-22,Adonai Mitchell,WR,188.2
2026-07-22,Kayshon Boutte,WR,189.7
2026-07-22,Mike Washington,RB,190.6
2026-07-22,Jalen McMillan,WR,192.0
2026-07-22,Kimani Vidal,RB,193.0
2026-07-22,Chris Rodriguez,RB,193.8
2026-07-22,Jonathon Brooks,RB,194.1
2026-07-22,Troy Franklin,WR,195.2
2026-07-22,Pat Bryant,WR,196.1
2026-07-22,Tank Bigsby,RB,197.7
2026-07-22,Chimere Dike,WR,199.0
2026-07-22,Keaton Mitchell,RB,199.2
2026-07-22,Brandon Aiyuk,WR,200.0
2026-07-22,Isiah Pacheco,RB,201.4
2026-07-22,Jake Tonges,TE,202.4
2026-07-22,Sean Tucker,RB,204.0
2026-07-22,Tre' Harris,WR,204.8
2026-07-22,Calvin Ridley,WR,205.3
2026-07-22,Kaytron Allen,RB,206.7
2026-07-22,Ja'Kobi Lane,WR,207.3
2026-07-22,Isaac TeSlaa,WR,209.0
2026-07-22,Elic Ayomanor,WR,210.0
2026-07-22,Emanuel Wilson,RB,210.4
2026-07-22,Joe Mixon,RB,211.2
2026-07-22,Zachariah Branch,WR,212.8
2026-07-22,Tank Dell,WR,213.9
2026-07-22,Tre Tucker,WR,214.2
2026-07-22,Justin Fields,QB,216.0
2026-07-22,Garrett Nussmeier,QB,216.2
2026-07-22,Ray Davis,RB,217.1
2026-07-22,Nicholas Singleton,RB,218.9
2026-07-22,Aaron Rodgers,QB,219.9
2026-07-22,Devin Neal,RB,220.1
2026-07-22,Najee Harris,RB,221.2
2026-07-22,Jaylin Noel,WR,222.4
2026-07-22,Jaylen Wright,RB,223.3
2026-07-22,Kaleb Johnson,RB,224.7
2026-07-22,Demond Claiborne,RB,225.8
2026-07-22,Marvin Mims,WR,226.8
2026-07-22,Jalen Milroe,QB,227.2
2026-07-22,Germie Bernard,WR,228.4
2026-07-22,Darnell Mooney,WR,229.7
2026-07-22,Kyle Williams,WR,230.1
2026-07-22,Ted Hurst,WR,231.3
2026-07-22,Kendre Miller,RB,233.0
2026-07-22,Jalen Nailor,WR,233.1
2026-07-22,Brashard Smith,RB,234.7
2026-07-22,Ryan Flournoy,WR,235.5
2026-07-22,Tory Horton,WR,236.8
2026-07-22,Kirk Cousins,QB,237.7
2026-07-22,Elijah Sarratt,WR,238.5
2026-07-22,Chris Brazzell,WR,240.0
2026-07-22,Will Howard,QB,240.9
2026-07-22,Chris Bell,WR,241.9
2026-07-22,Rashod Bateman,WR,242.8
2026-07-22,Keenan Allen,WR,243.3
2026-07-22,Keon Coleman,WR,244.0
2026-07-22,Cooper Kupp,WR,245.5
2026-07-22,Jaydon Blue,RB,246.4
2026-07-22,Audric Estime,RB,247.1
2026-07-22,Jack Bech,WR,248.9
2026-07-22,Devaughn Vele,WR,249.1
2026-07-28,Josh Allen,QB,1.2
2026-07-28,Bijan Robinson,RB,2.4
2026-07-28,Drake Maye,QB,3.5
2026-07-28,Jahmyr Gibbs,RB,4.5
2026-07-28,Ja'Marr Chase,WR,5.2
2026-07-28,Puka Nacua,WR,6.4
2026-07-28,Jaxon Smith-Njigba,WR,7.2
2026-07-28,Jayden Daniels,QB,8.0
2026-07-28,Christian McCaffrey,RB,9.7
2026-07-28,Joe Burrow,QB,10.4
2026-07-28,Lamar Jackson,QB,11.1
2026-07-28,Jonathan Taylor,RB,12.5
2026-07-28,James Cook,RB,13.8
2026-07-28,Caleb Williams,QB,14.2
2026-07-28,CeeDee Lamb,WR,15.6
2026-07-28,Amon-Ra St. Brown,WR,16.3
2026-07-28,Justin Jefferson,WR,17.6
2026-07-28,Drake London,WR,18.6
2026-07-28,Kenneth Walker,RB,19.4
2026-07-28,Ashton Jeanty,RB,20.5
2026-07-28,De'Von Achane,RB,21.2
2026-07-28,Trey McBride,TE,22.3
2026-07-28,Jaxson Dart,QB,23.2
2026-07-28,Justin Herbert,QB,24.9
2026-07-28,Jalen Hurts,QB,25.3
2026-07-28,Patrick Mahomes,QB,26.1
2026-07-28,Omarion Hampton,RB,27.9
2026-07-28,Malik Nabers,WR,28.4
2026-07-28,Saquon Barkley,RB,29.3
2026-07-28,Jeremiyah Love,RB,31.0
2026-07-28,Trevor Lawrence,QB,32.0
2026-07-28,Nico Collins,WR,32.7
2026-07-28,Bo Nix,QB,33.4
2026-07-28,Chase Brown,RB,34.5
2026-07-28,George Pickens,WR,35.9
2026-07-28,Brock Purdy,QB,36.2
2026-07-28,Brock Bowers,TE,37.4
2026-07-28,Chris Olave,WR,39.0
2026-07-28,Fernando Mendoza,QB,39.5
2026-07-28,Josh Jacobs,RB,40.1
2026-07-28,A.J. Brown,WR,41.4
2026-07-28,Bucky Irving,RB,42.1
2026-07-28,Rashee Rice,WR,44.0
2026-07-28,Dak Prescott,QB,44.1
2026-07-28,Derrick Henry,RB,45.7
2026-07-28,Tee Higgins,WR,46.5
2026-07-28,Tetairoa McMillan,WR,47.2
2026-07-28,Breece Hall,RB,48.4
2026-07-28,Jordan Love,QB,50.0
2026-07-28,Kyren Williams,RB,50.6
2026-07-28,Garrett Wilson,WR,51.4
2026-07-28,Luther Burden,WR,52.8
2026-07-28,Travis Etienne,RB,54.0
2026-07-28,Javonte Williams,RB,54.8
2026-07-28,Jaylen Waddle,WR,55.3
2026-07-28,Davante Adams,WR,56.5
2026-07-28,Ladd McConkey,WR,57.3
2026-07-28,Colston Loveland,TE,58.4
2026-07-28,Zay Flowers,WR,60.0
2026-07-28,Jameson Williams,WR,60.9
2026-07-28,TreVeyon Henderson,RB,61.5
2026-07-28,DeVonta Smith,WR,63.0
2026-07-28,Emeka Egbuka,WR,63.7
2026-07-28,Baker Mayfield,QB,64.0
2026-07-28,Jared Goff,QB,65.1
2026-07-28,Terry McLaurin,WR,67.0
2026-07-28,Tyler Warren,TE,67.4
2026-07-28,RJ Harvey,RB,68.3
2026-07-28,DJ Moore,WR,69.9
2026-07-28,Cam Skattebo,RB,70.8
2026-07-28,Bhayshul Tuten,RB,71.2
2026-07-28,Cam Ward,QB,72.0
2026-07-28,Mike Evans,WR,73.1
2026-07-28,Carnell Tate,WR,74.2
2026-07-28,D'Andre Swift,RB,75.3
2026-07-28,C.J. Stroud,QB,76.4
2026-07-28,Quinshon Judkins,RB,77.3
2026-07-28,Tyler Shough,QB,78.9
2026-07-28,Harold Fannin,TE,79.7
2026-07-28,Sam Darnold,QB,80.8
2026-07-28,Christian Watson,WR,81.2
2026-07-28,David Montgomery,RB,82.7
2026-07-28,Jaylen Warren,RB,83.7
2026-07-28,Kyler Murray,QB,84.7
2026-07-28,Rome Odunze,WR,85.8
2026-07-28,Jordyn Tyson,WR,86.9
2026-07-28,Bryce Young,QB,87.3
2026-07-28,Matthew Stafford,QB,88.4
2026-07-28,Tucker Kraft,TE,89.5
2026-07-28,Courtland Sutton,WR,90.9
2026-07-28,Kyle Pitts,TE,91.1
2026-07-28,Daniel Jones,QB,93.0
2026-07-28,Malik Willis,QB,94.0
2026-07-28,DK Metcalf,WR,94.0
2026-07-28,Rhamondre Stevenson,RB,95.9
2026-07-28,Michael Wilson,WR,96.5
2026-07-28,Makai Lemon,WR,97.6
2026-07-28,Jakobi Meyers,WR,98.2
2026-07-28,Brian Thomas,WR,100.0
2026-07-28,Kyle Monangai,RB,100.7
2026-07-28,Sam LaPorta,TE,101.0
2026-07-28,Dalton Kincaid,TE,102.8
2026-07-28,Marvin Harrison,WR,103.1
2026-07-28,Tony Pollard,RB,104.5
2026-07-28,Rico Dowdle,RB,105.9
2026-07-28,Oronde Gadsden,TE,106.3
2026-07-28,Chuba Hubbard,RB,107.9
2026-07-28,Blake Corum,RB,108.0
2026-07-28,Ricky Pearsall,WR,109.5
2026-07-28,Alec Pierce,WR,110.9
2026-07-28,Chris Godwin,WR,111.4
2026-07-28,Parker Washington,WR,112.0
2026-07-28,Hunter Henry,TE,113.6
2026-07-28,Dallas Goedert,TE,114.3
2026-07-28,J.K. Dobbins,RB,115.9
2026-07-28,Mark Andrews,TE,117.0
2026-07-28,Jake Ferguson,TE,117.1
2026-07-28,Dalton Schultz,TE,118.6
2026-07-28,Jordan Addison,WR,119.8
2026-07-28,Ty Simpson,QB,120.2
2026-07-28,George Kittle,TE,121.1
2026-07-28,Brian Robinson,RB,122.2
2026-07-28,Juwan Johnson,TE,123.6
2026-07-28,Wan'Dale Robinson,WR,125.0
2026-07-28,Brenton Strange,TE,125.0
2026-07-28,Travis Kelce,TE,126.1
2026-07-28,Michael Pittman,WR,127.0
2026-07-28,Kenyon Sadiq,TE,128.2
2026-07-28,Quentin Johnston,WR,129.2
2026-07-28,Aaron Jones,RB,130.8
2026-07-28,Kenneth Gainwell,RB,131.2
2026-07-28,Isaiah Likely,TE,132.9
2026-07-28,Stefon Diggs,WR,133.0
2026-07-28,Tyler Allgeier,RB,134.3
2026-07-28,Romeo Doubs,WR,135.8
2026-07-28,James Conner,RB,136.9
2026-07-28,Jayden Reed,WR,137.3
2026-07-28,Jacory Croskey-Merritt,RB,138.5
2026-07-28,Khalil Shakir,WR,140.0
2026-07-28,Xavier Worthy,WR,141.0
2026-07-28,Jauan Jennings,WR,141.0
2026-07-28,Jadarian Price,RB,143.0
2026-07-28,AJ Barner,TE,143.0
2026-07-28,Zach Charbonnet,RB,145.0
2026-07-28,Tua Tagovailoa,QB,146.0
2026-07-28,Jayden Higgins,WR,146.7
2026-07-28,T.J. Hockenson,TE,148.0
2026-07-28,Woody Marks,RB,148.8
2026-07-28,KC Concepcion,WR,149.9
2026-07-28,Michael Penix,QB,150.4
2026-07-28,J.J. McCarthy,QB,151.5
2026-07-28,David Njoku,TE,152.8
2026-07-28,Jalen Coker,WR,153.2
2026-07-28,Tyrone Tracy,RB,154.4
2026-07-28,Jordan Mason,RB,155.4
2026-07-28,Josh Downs,WR,156.2
2026-07-28,Emmett Johnson,RB,157.6
2026-07-28,Colby Parkinson,TE,158.1
2026-07-28,Jacoby Brissett,QB,159.6
2026-07-28,Chig Okonkwo,TE,161.0
2026-07-28,Trey Benson,RB,161.0
2026-07-28,Shedeur Sanders,QB,162.0
2026-07-28,Mason Taylor,TE,163.4
2026-07-28,Jonah Coleman,RB,164.1
2026-07-28,Eli Stowers,TE,165.2
2026-07-28,Alvin Kamara,RB,166.1
2026-07-28,Terrance Ferguson,TE,167.0
2026-07-28,Tyjae Spears,RB,168.0
2026-07-28,Rachaad White,RB,169.1
2026-07-28,Theo Johnson,TE,170.6
2026-07-28,Tyreek Hill,WR,171.0
2026-07-28,Cade Otton,TE,173.0
2026-07-28,Deebo Samuel,WR,173.4
2026-07-28,Omar Cooper,WR,174.5
2026-07-28,Dylan Sampson,RB,175.8
2026-07-28,Gunnar Helm,TE,176.4
2026-07-28,Denzel Boston,WR,177.9
2026-07-28,Antonio Williams,WR,179.8
2026-07-28,Travis Hunter,WR,180.4
2026-07-28,Mac Jones,QB,181.0
2026-07-28,Anthony Richardson,QB,182.2
2026-07-28,Matthew Golden,WR,184.0
2026-07-28,Jerry Jeudy,WR,185.0
2026-07-28,Braelon Allen,RB,185.4
2026-07-28,Geno Smith,QB,186.5
2026-07-28,Rashid Shaheed,WR,187.2
2026-07-28,Adonai Mitchell,WR,188.2
2026-07-28,Kayshon Boutte,WR,189.7
2026-07-28,Mike Washington,RB,190.6
2026-07-28,Jalen McMillan,WR,192.0
2026-07-28,Kimani Vidal,RB,193.0
2026-07-28,Chris Rodriguez,RB,193.8
2026-07-28,Jonathon Brooks,RB,194.1
2026-07-28,Troy Franklin,WR,195.2
2026-07-28,Pat Bryant,WR,196.1
2026-07-28,Tank Bigsby,RB,197.7
2026-07-28,Chimere Dike,WR,199.0
2026-07-28,Keaton Mitchell,RB,199.2
2026-07-28,Brandon Aiyuk,WR,200.0
2026-07-28,Isiah Pacheco,RB,201.4
2026-07-28,Jake Tonges,TE,202.4
2026-07-28,Sean Tucker,RB,204.0
2026-07-28,Tre' Harris,WR,204.8
2026-07-28,Calvin Ridley,WR,205.3
2026-07-28,Kaytron Allen,RB,206.7
2026-07-28,Ja'Kobi Lane,WR,207.3
2026-07-28,Isaac TeSlaa,WR,209.0
2026-07-28,Elic Ayomanor,WR,210.0
2026-07-28,Emanuel Wilson,RB,210.4
2026-07-28,Joe Mixon,RB,211.2
2026-07-28,Zachariah Branch,WR,212.8
2026-07-28,Tank Dell,WR,213.9
2026-07-28,Tre Tucker,WR,214.2
2026-07-28,Justin Fields,QB,216.0
2026-07-28,Garrett Nussmeier,QB,216.2
2026-07-28,Ray Davis,RB,217.1
2026-07-28,Nicholas Singleton,RB,218.9
2026-07-28,Aaron Rodgers,QB,219.9
2026-07-28,Devin Neal,RB,220.1
2026-07-28,Najee Harris,RB,221.2
2026-07-28,Jaylin Noel,WR,222.4
2026-07-28,Jaylen Wright,RB,223.3
2026-07-28,Kaleb Johnson,RB,224.7
2026-07-28,Demond Claiborne,RB,225.8
2026-07-28,Marvin Mims,WR,226.8
2026-07-28,Jalen Milroe,QB,227.2
2026-07-28,Germie Bernard,WR,228.4
2026-07-28,Darnell Mooney,WR,229.7
2026-07-28,Kyle Williams,WR,230.1
2026-07-28,Ted Hurst,WR,231.3
2026-07-28,Kendre Miller,RB,233.0
2026-07-28,Jalen Nailor,WR,233.1
2026-07-28,Brashard Smith,RB,234.7
2026-07-28,Ryan Flournoy,WR,235.5
2026-07-28,Tory Horton,WR,236.8
2026-07-28,Kirk Cousins,QB,237.7
2026-07-28,Elijah Sarratt,WR,238.5
2026-07-28,Chris Brazzell,WR,240.0
2026-07-28,Will Howard,QB,240.9
2026-07-28,Chris Bell,WR,241.9
2026-07-28,Rashod Bateman,WR,242.8
2026-07-28,Keenan Allen,WR,243.3
2026-07-28,Keon Coleman,WR,244.0
2026-07-28,Cooper Kupp,WR,245.5
2026-07-28,Jaydon Blue,RB,246.4
2026-07-28,Audric Estime,RB,247.1
2026-07-28,Jack Bech,WR,248.9
2026-07-28,Devaughn Vele,WR,249.1
2026-07-29,Josh Allen,QB,1.2
2026-07-29,Bijan Robinson,RB,2.4
2026-07-29,Drake Maye,QB,3.5
2026-07-29,Jahmyr Gibbs,RB,4.5
2026-07-29,Ja'Marr Chase,WR,5.2
2026-07-29,Puka Nacua,WR,6.4
2026-07-29,Jaxon Smith-Njigba,WR,7.2
2026-07-29,Jayden Daniels,QB,8.0
2026-07-29,Christian McCaffrey,RB,9.7
2026-07-29,Joe Burrow,QB,10.4
2026-07-29,Lamar Jackson,QB,11.1
2026-07-29,Jonathan Taylor,RB,12.5
2026-07-29,James Cook,RB,13.8
2026-07-29,Caleb Williams,QB,14.2
2026-07-29,CeeDee Lamb,WR,15.6
2026-07-29,Amon-Ra St. Brown,WR,16.3
2026-07-29,Justin Jefferson,WR,17.6
2026-07-29,Drake London,WR,18.6
2026-07-29,Kenneth Walker,RB,19.4
2026-07-29,Ashton Jeanty,RB,20.5
2026-07-29,De'Von Achane,RB,21.2
2026-07-29,Trey McBride,TE,22.3
2026-07-29,Jaxson Dart,QB,23.2
2026-07-29,Justin Herbert,QB,24.9
2026-07-29,Jalen Hurts,QB,25.3
2026-07-29,Patrick Mahomes,QB,26.1
2026-07-29,Omarion Hampton,RB,27.9
2026-07-29,Malik Nabers,WR,28.4
2026-07-29,Saquon Barkley,RB,29.3
2026-07-29,Jeremiyah Love,RB,31.0
2026-07-29,Trevor Lawrence,QB,32.0
2026-07-29,Nico Collins,WR,32.7
2026-07-29,Bo Nix,QB,33.4
2026-07-29,Chase Brown,RB,34.5
2026-07-29,George Pickens,WR,35.9
2026-07-29,Brock Purdy,QB,36.2
2026-07-29,Brock Bowers,TE,37.4
2026-07-29,Chris Olave,WR,39.0
2026-07-29,Fernando Mendoza,QB,39.5
2026-07-29,Josh Jacobs,RB,40.1
2026-07-29,A.J. Brown,WR,41.4
2026-07-29,Bucky Irving,RB,42.1
2026-07-29,Rashee Rice,WR,44.0
2026-07-29,Dak Prescott,QB,44.1
2026-07-29,Derrick Henry,RB,45.7
2026-07-29,Tee Higgins,WR,46.5
2026-07-29,Tetairoa McMillan,WR,47.2
2026-07-29,Breece Hall,RB,48.4
2026-07-29,Jordan Love,QB,50.0
2026-07-29,Kyren Williams,RB,50.6
2026-07-29,Garrett Wilson,WR,51.4
2026-07-29,Luther Burden,WR,52.8
2026-07-29,Travis Etienne,RB,54.0
2026-07-29,Javonte Williams,RB,54.8
2026-07-29,Jaylen Waddle,WR,55.3
2026-07-29,Davante Adams,WR,56.5
2026-07-29,Ladd McConkey,WR,57.3
2026-07-29,Colston Loveland,TE,58.4
2026-07-29,Zay Flowers,WR,60.0
2026-07-29,Jameson Williams,WR,60.9
2026-07-29,TreVeyon Henderson,RB,61.5
2026-07-29,DeVonta Smith,WR,63.0
2026-07-29,Emeka Egbuka,WR,63.7
2026-07-29,Baker Mayfield,QB,64.0
2026-07-29,Jared Goff,QB,65.1
2026-07-29,Terry McLaurin,WR,67.0
2026-07-29,Tyler Warren,TE,67.4
2026-07-29,RJ Harvey,RB,68.3
2026-07-29,DJ Moore,WR,69.9
2026-07-29,Cam Skattebo,RB,70.8
2026-07-29,Bhayshul Tuten,RB,71.2
2026-07-29,Cam Ward,QB,72.0
2026-07-29,Mike Evans,WR,73.1
2026-07-29,Carnell Tate,WR,74.2
2026-07-29,D'Andre Swift,RB,75.3
2026-07-29,C.J. Stroud,QB,76.4
2026-07-29,Quinshon Judkins,RB,77.3
2026-07-29,Tyler Shough,QB,78.9
2026-07-29,Harold Fannin,TE,79.7
2026-07-29,Sam Darnold,QB,80.8
2026-07-29,Christian Watson,WR,81.2
2026-07-29,David Montgomery,RB,82.7
2026-07-29,Jaylen Warren,RB,83.7
2026-07-29,Kyler Murray,QB,84.7
2026-07-29,Rome Odunze,WR,85.8
2026-07-29,Jordyn Tyson,WR,86.9
2026-07-29,Bryce Young,QB,87.3
2026-07-29,Matthew Stafford,QB,88.4
2026-07-29,Tucker Kraft,TE,89.5
2026-07-29,Courtland Sutton,WR,90.9
2026-07-29,Kyle Pitts,TE,91.1
2026-07-29,Daniel Jones,QB,93.0
2026-07-29,Malik Willis,QB,94.0
2026-07-29,DK Metcalf,WR,94.0
2026-07-29,Rhamondre Stevenson,RB,95.9
2026-07-29,Michael Wilson,WR,96.5
2026-07-29,Makai Lemon,WR,97.6
2026-07-29,Jakobi Meyers,WR,98.2
2026-07-29,Brian Thomas,WR,100.0
2026-07-29,Kyle Monangai,RB,100.7
2026-07-29,Sam LaPorta,TE,101.0
2026-07-29,Dalton Kincaid,TE,102.8
2026-07-29,Marvin Harrison,WR,103.1
2026-07-29,Tony Pollard,RB,104.5
2026-07-29,Rico Dowdle,RB,105.9
2026-07-29,Oronde Gadsden,TE,106.3
2026-07-29,Chuba Hubbard,RB,107.9
2026-07-29,Blake Corum,RB,108.0
2026-07-29,Ricky Pearsall,WR,109.5
2026-07-29,Alec Pierce,WR,110.9
2026-07-29,Chris Godwin,WR,111.4
2026-07-29,Parker Washington,WR,112.0
2026-07-29,Hunter Henry,TE,113.6
2026-07-29,Dallas Goedert,TE,114.3
2026-07-29,J.K. Dobbins,RB,115.9
2026-07-29,Mark Andrews,TE,117.0
2026-07-29,Jake Ferguson,TE,117.1
2026-07-29,Dalton Schultz,TE,118.6
2026-07-29,Jordan Addison,WR,119.8
2026-07-29,Ty Simpson,QB,120.2
2026-07-29,George Kittle,TE,121.1
2026-07-29,Brian Robinson,RB,122.2
2026-07-29,Juwan Johnson,TE,123.6
2026-07-29,Wan'Dale Robinson,WR,125.0
2026-07-29,Brenton Strange,TE,125.0
2026-07-29,Travis Kelce,TE,126.1
2026-07-29,Michael Pittman,WR,127.0
2026-07-29,Kenyon Sadiq,TE,128.2
2026-07-29,Quentin Johnston,WR,129.2
2026-07-29,Aaron Jones,RB,130.8
2026-07-29,Kenneth Gainwell,RB,131.2
2026-07-29,Isaiah Likely,TE,132.9
2026-07-29,Stefon Diggs,WR,133.0
2026-07-29,Tyler Allgeier,RB,134.3
2026-07-29,Romeo Doubs,WR,135.8
2026-07-29,James Conner,RB,136.9
2026-07-29,Jayden Reed,WR,137.3
2026-07-29,Jacory Croskey-Merritt,RB,138.5
2026-07-29,Khalil Shakir,WR,140.0
2026-07-29,Xavier Worthy,WR,141.0
2026-07-29,Jauan Jennings,WR,141.0
2026-07-29,Jadarian Price,RB,143.0
2026-07-29,AJ Barner,TE,143.0
2026-07-29,Zach Charbonnet,RB,145.0
2026-07-29,Tua Tagovailoa,QB,146.0
2026-07-29,Jayden Higgins,WR,146.7
2026-07-29,T.J. Hockenson,TE,148.0
2026-07-29,Woody Marks,RB,148.8
2026-07-29,KC Concepcion,WR,149.9
2026-07-29,Michael Penix,QB,150.4
2026-07-29,J.J. McCarthy,QB,151.5
2026-07-29,David Njoku,TE,152.8
2026-07-29,Jalen Coker,WR,153.2
2026-07-29,Tyrone Tracy,RB,154.4
2026-07-29,Jordan Mason,RB,155.4
2026-07-29,Josh Downs,WR,156.2
2026-07-29,Emmett Johnson,RB,157.6
2026-07-29,Colby Parkinson,TE,158.1
2026-07-29,Jacoby Brissett,QB,159.6
2026-07-29,Chig Okonkwo,TE,161.0
2026-07-29,Trey Benson,RB,161.0
2026-07-29,Shedeur Sanders,QB,162.0
2026-07-29,Mason Taylor,TE,163.4
2026-07-29,Jonah Coleman,RB,164.1
2026-07-29,Eli Stowers,TE,165.2
2026-07-29,Alvin Kamara,RB,166.1
2026-07-29,Terrance Ferguson,TE,167.0
2026-07-29,Tyjae Spears,RB,168.0
2026-07-29,Rachaad White,RB,169.1
2026-07-29,Theo Johnson,TE,170.6
2026-07-29,Tyreek Hill,WR,171.0
2026-07-29,Cade Otton,TE,173.0
2026-07-29,Deebo Samuel,WR,173.4
2026-07-29,Omar Cooper,WR,174.5
2026-07-29,Dylan Sampson,RB,175.8
2026-07-29,Gunnar Helm,TE,176.4
2026-07-29,Denzel Boston,WR,177.9
2026-07-29,Antonio Williams,WR,179.8
2026-07-29,Travis Hunter,WR,180.4
2026-07-29,Mac Jones,QB,181.0
2026-07-29,Anthony Richardson,QB,182.2
2026-07-29,Matthew Golden,WR,184.0
2026-07-29,Jerry Jeudy,WR,185.0
2026-07-29,Braelon Allen,RB,185.4
2026-07-29,Geno Smith,QB,186.5
2026-07-29,Rashid Shaheed,WR,187.2
2026-07-29,Adonai Mitchell,WR,188.2
2026-07-29,Kayshon Boutte,WR,189.7
2026-07-29,Mike Washington,RB,190.6
2026-07-29,Jalen McMillan,WR,192.0
2026-07-29,Kimani Vidal,RB,193.0
